# energyFactor	econcomicFactor	constraintViolation	iteration	functionCalls
4.010963904299457566e-03 4.767371233261351593e-01 2.270562120412211726e-04 3.000000000000000000e+00 3.400000000000000000e+01
3.836355795637608809e-03 4.833266028330848729e-01 1.051263230177901242e-04 4.000000000000000000e+00 3.800000000000000000e+01
3.662809687509727043e-03 4.900148713381142773e-01 8.198543207399433541e-05 4.000000000000000000e+00 3.600000000000000000e+01
3.502695518637207513e-03 4.968038604236352795e-01 1.595651216218518798e-04 3.000000000000000000e+00 2.900000000000000000e+01
3.350631938370199001e-03 5.034282927094604343e-01 7.258801147391746866e-05 4.000000000000000000e+00 3.700000000000000000e+01
3.205821980037800237e-03 5.102664609448278599e-01 1.993468508680873441e-04 3.000000000000000000e+00 3.000000000000000000e+01
3.066553989195521142e-03 5.168690532197233178e-01 9.052972979040063706e-05 4.000000000000000000e+00 3.800000000000000000e+01
2.928642727738607621e-03 5.236248387175279628e-01 1.349058316219009512e-04 3.000000000000000000e+00 3.600000000000000000e+01
2.803406327261606309e-03 5.302584572497089921e-01 5.711496782978553455e-05 4.000000000000000000e+00 4.100000000000000000e+01
2.687007731939175872e-03 5.370046128295022925e-01 9.186115164994124171e-05 3.000000000000000000e+00 2.500000000000000000e+01
2.572529747701972000e-03 5.436448114946635934e-01 2.065042083809753848e-05 5.000000000000000000e+00 4.000000000000000000e+01
2.459620411263837257e-03 5.503746218307131732e-01 3.905136091453265124e-05 4.000000000000000000e+00 3.900000000000000000e+01
2.356999897418464007e-03 5.572020985420755856e-01 1.551186763038003846e-04 3.000000000000000000e+00 3.200000000000000000e+01
2.257884529376183447e-03 5.637976653779708247e-01 3.927611622589477491e-05 4.000000000000000000e+00 3.600000000000000000e+01
2.166013040225342207e-03 5.705443615602339147e-01 7.456290251584007933e-05 3.000000000000000000e+00 2.400000000000000000e+01
2.071646914807388166e-03 5.771991854585662995e-01 1.797740487508026064e-05 5.000000000000000000e+00 4.600000000000000000e+01
1.980356428677046508e-03 5.839196843319285346e-01 2.706688226417064413e-05 4.000000000000000000e+00 4.000000000000000000e+01
1.895750100013621382e-03 5.906426964173567828e-01 3.866957171916318714e-05 4.000000000000000000e+00 4.100000000000000000e+01
1.815492748609956941e-03 5.973715383677947743e-01 5.610212618401000384e-05 4.000000000000000000e+00 4.200000000000000000e+01
1.738008670388454472e-03 6.040750293685714922e-01 4.818373098758321760e-05 4.000000000000000000e+00 4.300000000000000000e+01
1.664558547355731062e-03 6.107696121861515559e-01 3.135715259450222447e-05 4.000000000000000000e+00 4.300000000000000000e+01
1.596008087015806558e-03 6.175308230313506508e-01 8.115860182045242510e-05 3.000000000000000000e+00 3.200000000000000000e+01
1.529810205055497476e-03 6.241741369539649531e-01 1.306312846161006291e-05 5.000000000000000000e+00 4.400000000000000000e+01
1.464150605162330187e-03 6.309142969787385757e-01 4.181375726208802490e-05 4.000000000000000000e+00 4.200000000000000000e+01
1.403801612795117044e-03 6.376291514047778275e-01 4.525878732819510475e-05 3.000000000000000000e+00 2.800000000000000000e+01
1.344889433354604308e-03 6.443353962156956882e-01 4.009420227291116134e-05 4.000000000000000000e+00 4.400000000000000000e+01
1.290129020729561832e-03 6.510482632303475903e-01 4.155182095166853884e-05 3.000000000000000000e+00 2.900000000000000000e+01
1.234375783067462881e-03 6.577288713347545501e-01 1.075052938548370918e-05 5.000000000000000000e+00 4.500000000000000000e+01
1.180073967382274346e-03 6.644634195216669870e-01 3.388932032466485111e-05 4.000000000000000000e+00 4.200000000000000000e+01
1.131508845312919958e-03 6.711792959964997252e-01 3.835639918425837180e-05 3.000000000000000000e+00 2.800000000000000000e+01
1.085859548751628989e-03 6.778922281002862649e-01 3.987910699765340183e-05 3.000000000000000000e+00 2.800000000000000000e+01
1.037149590441552652e-03 6.845726311568708367e-01 8.872767609080511875e-06 5.000000000000000000e+00 4.500000000000000000e+01
9.942103351162478314e-04 6.913085289316878157e-01 3.336114645291488046e-05 2.000000000000000000e+00 1.500000000000000000e+01
9.492111659570715877e-04 6.979943665769751115e-01 7.789395767066054077e-06 5.000000000000000000e+00 4.500000000000000000e+01
9.066113504843094188e-04 7.047225936267089708e-01 2.460704952778058896e-05 3.000000000000000000e+00 4.000000000000000000e+01
8.685507074722946660e-04 7.114382199130629969e-01 2.882393990866205513e-05 2.000000000000000000e+00 1.500000000000000000e+01
8.326794523454877960e-04 7.181564112025530244e-01 3.560583342554490827e-05 2.000000000000000000e+00 2.000000000000000000e+01
7.940717777772311097e-04 7.248457776699146482e-01 1.356290481402400161e-05 4.000000000000000000e+00 4.300000000000000000e+01
7.565803346645926658e-04 7.317092176171881013e-01 1.655934561143324046e-04 3.000000000000000000e+00 3.900000000000000000e+01
7.229884966280318136e-04 7.382622451564796462e-01 7.211599432732640480e-06 5.000000000000000000e+00 4.800000000000000000e+01
6.906744358420091384e-04 7.449964564619253604e-01 3.001350890519116632e-05 2.000000000000000000e+00 1.900000000000000000e+01
6.573340273292168842e-04 7.516832889253239891e-01 5.436576330675180202e-06 5.000000000000000000e+00 5.000000000000000000e+01
6.256035304599138081e-04 7.583901430631277973e-01 8.813181613387399693e-07 8.000000000000000000e+00 6.200000000000000000e+01
5.952626483347649372e-04 7.652100421525296348e-01 1.093710115900314861e-04 3.000000000000000000e+00 4.300000000000000000e+01
5.682120422488971031e-04 7.718326875159997602e-01 2.060697908701225600e-05 2.000000000000000000e+00 1.900000000000000000e+01
5.404696267272495434e-04 7.785281306941380652e-01 4.640761252172609375e-06 5.000000000000000000e+00 5.000000000000000000e+01
5.131862365674427209e-04 7.852402693399903599e-01 5.370011131322627307e-06 4.000000000000000000e+00 4.400000000000000000e+01
4.875748273455550799e-04 7.919513186971580687e-01 5.009972325886735689e-06 5.000000000000000000e+00 5.100000000000000000e+01
4.621593632627084519e-04 7.986760448414441660e-01 1.832672063883933333e-05 4.000000000000000000e+00 4.800000000000000000e+01
4.381662809744818325e-04 8.053738836787376343e-01 4.756161959162952257e-06 5.000000000000000000e+00 4.800000000000000000e+01
4.155383368029047031e-04 8.120978127612644704e-01 1.727584851285435263e-05 2.000000000000000000e+00 1.800000000000000000e+01
3.929925860692315507e-04 8.187970501268038159e-01 5.103818079055244539e-06 5.000000000000000000e+00 4.700000000000000000e+01
3.712418144616575323e-04 8.255384046382757690e-01 3.504893357775262785e-05 3.000000000000000000e+00 3.100000000000000000e+01
3.712418144616575323e-04 8.255384046382757690e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.100000000000000000e+01
3.712418144616575323e-04 8.255384046382757690e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.100000000000000000e+01
3.712418144616575323e-04 8.255384046382757690e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.100000000000000000e+01
3.712418144616575323e-04 8.255384046382757690e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.100000000000000000e+01
3.712418144616575323e-04 8.255384046382757690e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.100000000000000000e+01
3.712418144616575323e-04 8.255384046382757690e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.100000000000000000e+01
3.712418144616575323e-04 8.255384046382757690e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.100000000000000000e+01
3.712418144616575323e-04 8.255384046382757690e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.100000000000000000e+01
3.712418144616575323e-04 8.255384046382757690e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.100000000000000000e+01
3.712418144616575323e-04 8.255384046382757690e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.100000000000000000e+01
3.712418144616575323e-04 8.255384046382757690e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.100000000000000000e+01
3.712418144616575323e-04 8.255384046382757690e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.100000000000000000e+01
3.712418144616575323e-04 8.255384046382757690e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.100000000000000000e+01
3.712418144616575323e-04 8.255384046382757690e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.100000000000000000e+01
3.712418144616575323e-04 8.255384046382757690e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.100000000000000000e+01
3.712418144616575323e-04 8.255384046382757690e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.100000000000000000e+01
3.712418144616575323e-04 8.255384046382757690e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.100000000000000000e+01
3.712418144616575323e-04 8.255384046382757690e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.100000000000000000e+01
3.712418144616575323e-04 8.255384046382757690e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.100000000000000000e+01
3.712418144616575323e-04 8.255384046382757690e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.100000000000000000e+01
3.712418144616575323e-04 8.255384046382757690e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.100000000000000000e+01
3.712418144616575323e-04 8.255384046382757690e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.100000000000000000e+01
3.712418144616575323e-04 8.255384046382757690e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.100000000000000000e+01
3.712418144616575323e-04 8.255384046382757690e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.100000000000000000e+01
3.712418144616575323e-04 8.255384046382757690e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.100000000000000000e+01
3.712418144616575323e-04 8.255384046382757690e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.100000000000000000e+01
